	U	pvalue	MoreIn	qvalue	Pathways
EC:1.3.8.6	3031.0	0.15291052044187892	swab	0.21128914937027068	
EC:1.3.8.7	2916.0	0.08286763588007295	swab	0.12580118747159408	
EC:1.3.8.8	2107.0	0.000934740464324105	swab	0.0025118214236045985	Fatty acid degradation;Metabolic pathways
EC:1.3.98.1	2789.0	0.16722282007753442	swab	0.22753792121237032	
EC:1.3.99.12	24.0	1.1354572659168627e-05	swab	4.936469698772702e-05	Biosynthesis of antibiotics;Valine, leucine and isoleucine degradation;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.16	2816.0	0.045558012301704934	swab	0.07496045254872835	
EC:1.3.99.22	1258.0	8.733553363196433e-10	skin	9.884164361839773e-09	
EC:1.3.99.23	669.0	0.005296951206361846	swab	0.01152612271659002	Retinol metabolism
EC:1.3.99.26	1875.0	6.9628941012373365e-06	skin	3.1756141753830834e-05	Carotenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.27	963.0	9.318189894167502e-05	swab	0.0003143786779751465	Carotenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.28	1875.0	6.9628941012373365e-06	skin	3.1756141753830834e-05	Carotenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.29	1875.0	6.9628941012373365e-06	skin	3.1756141753830834e-05	Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.31	1875.0	6.9628941012373365e-06	skin	3.1756141753830834e-05	Carotenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.3.99.32	239.0	2.3326065010442584e-07	swab	1.5690079577778832e-06	Microbial metabolism in diverse environments;Metabolic pathways;Benzoate degradation
EC:1.3.99.33	17.0	3.002904641147349e-19	skin	6.42321302741418e-16	Histidine metabolism
EC:1.3.99.35	1165.0	0.0006114683499276382	swab	0.0017300671964222462	
EC:1.3.99.4	1670.0	0.0014081711519418458	swab	0.0036053419436446964	Microbial metabolism in diverse environments;Steroid degradation;Metabolic pathways
EC:1.3.99.5	679.0	0.44579273444633394	swab	0.5207813538944338	
EC:1.3.99.8	502.0	0.00019286692818954563	swab	0.0006057890740050485	
EC:1.4.1.1	2605.0	0.010497446357714069	swab	0.021283448112938762	Alanine, aspartate and glutamate metabolism;Taurine and hypotaurine metabolism;Metabolic pathways
EC:1.4.1.11	450.0	5.160017578530715e-16	skin	6.89829850029825e-14	Lysine degradation;Metabolic pathways
EC:1.4.1.13	1627.0	2.5707945350959286e-07	swab	1.7077420840280096e-06	Biosynthesis of secondary metabolites;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Metabolic pathways
EC:1.4.1.14	1627.0	2.5707945350959286e-07	swab	1.7077420840280096e-06	Biosynthesis of secondary metabolites;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Metabolic pathways
EC:1.4.1.16	1740.0	0.21598155389960594	swab	0.280671047260788	
EC:1.4.1.18	1363.0	0.00066461456490337	swab	0.0018583144501023638	Tropane, piperidine and pyridine alkaloid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.4.1.2	2475.0	0.00368742434414249	swab	0.0083908517788519	Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Microbial metabolism in diverse environments;Metabolic pathways;Arginine biosynthesis;Taurine and hypotaurine metabolism
EC:1.4.1.20	431.0	0.3288795470200436	swab	0.4039024902521915	
EC:1.4.1.21	1793.0	0.0010167697530157394	swab	0.0026874196487864104	Nicotinate and nicotinamide metabolism;Metabolic pathways
EC:1.4.1.23	2724.0	0.6080759047994122	swab	0.6725306930537449	
EC:1.4.1.24	248.0	1.774310479658164e-12	skin	4.2169445733209035e-11	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.4.1.3	1522.0	5.606774832077713e-08	swab	4.2975117938987776e-07	D-Glutamine and D-glutamate metabolism;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Microbial metabolism in diverse environments;Metabolic pathways;Arginine biosynthesis
EC:1.4.1.4	2355.0	0.0012732119324110388	skin	0.003305097479887393	Microbial metabolism in diverse environments;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Arginine biosynthesis;Metabolic pathways
EC:1.4.1.9	3398.0	0.6483098075610694	skin	0.7115108662766174	
EC:1.4.3.10	994.0	3.6898210752270526e-05	skin	0.00013870873954148797	Arginine and proline metabolism;Metabolic pathways
EC:1.4.3.16	2677.0	0.01788128691813918	swab	0.033640509131595865	Nicotinate and nicotinamide metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways
EC:1.4.3.19	3056.0	0.1728727879844686	swab	0.2343313647013804	
EC:1.4.3.20	0.0	0.06788915486182899	swab	0.10499992931992205	
EC:1.4.3.21	3205.0	0.5025824966162052	swab	0.5742649360374268	
EC:1.4.3.3	365.0	2.8889062429499654e-09	swab	2.771018140659182e-08	Arginine and proline metabolism;D-Arginine and D-ornithine metabolism;Glycine, serine and threonine metabolism;Metabolic pathways;Penicillin and cephalosporin biosynthesis;Biosynthesis of antibiotics
EC:1.4.3.4	2606.0	0.02147117219899517	swab	0.039220185596627384	Phenylalanine metabolism;Isoquinoline alkaloid biosynthesis;Glycine, serine and threonine metabolism;Tryptophan metabolism;Drug metabolism - cytochrome P450;Arginine and proline metabolism;Metabolic pathways;Tyrosine metabolism;Histidine metabolism;Biosynthesis of secondary metabolites
EC:1.4.3.5	2692.0	0.019896707181673887	swab	0.03675220782521627	Vitamin B6 metabolism;Microbial metabolism in diverse environments;Metabolic pathways
EC:1.4.4.2	734.0	5.4552139211336296e-14	swab	2.243981264866314e-12	Glycine, serine and threonine metabolism;Metabolic pathways
EC:1.4.7.1	2206.0	0.0007052833878935877	swab	0.0019617700477300186	Glyoxylate and dicarboxylate metabolism;Microbial metabolism in diverse environments;Nitrogen metabolism
EC:1.4.9.1	312.0	1.743919814497672e-13	skin	6.0165233600169684e-12	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:1.4.99.6	3054.0	0.1712074050692326	swab	0.2326636845254692	
EC:1.5.1.1	245.0	0.16680884340637725	swab	0.22726376818231908	
EC:1.5.1.10	356.0	0.6351648366048743	swab	0.6985180388163631	
EC:1.5.1.2	3037.0	0.15753366149772763	swab	0.21697649835392105	
EC:1.5.1.20	1217.0	4.383793106013138e-10	skin	5.3890422148058056e-09	Microbial metabolism in diverse environments;Carbon fixation pathways in prokaryotes;Metabolic pathways;One carbon pool by folate
EC:1.5.1.21	0.0	0.10880943004054568	swab	0.15811370302766792	
EC:1.5.1.24	224.0	0.8612125197358381	swab	0.8920743727433209	
EC:1.5.1.28	283.0	1.1897626821708935e-08	swab	1.0058902676535736e-07	
EC:1.5.1.3	1276.0	1.1776724622967337e-09	skin	1.2595206984263567e-08	Folate biosynthesis;Metabolic pathways;One carbon pool by folate
EC:1.5.1.33	601.0	8.306355861436403e-12	swab	1.7418916850600458e-10	
EC:1.5.1.34	2028.0	0.01586558321263266	swab	0.03049099954341533	Folate biosynthesis;Metabolic pathways
EC:1.5.1.36	1059.0	0.024654145605611896	swab	0.04412988907983585	Riboflavin metabolism;Metabolic pathways
EC:1.5.1.38	2071.0	7.036013190447305e-05	swab	0.00024753342457840106	Riboflavin metabolism;Metabolic pathways
EC:1.5.1.39	824.0	1.0958296784573483e-11	skin	2.1504400754314386e-10	Riboflavin metabolism;Metabolic pathways
EC:1.5.1.41	2323.0	0.5957486414094757	swab	0.6599204267088911	
EC:1.5.1.43	106.0	0.7412506037181041	swab	0.7911851503757609	
EC:1.5.1.45	52.0	9.355174078030459e-07	swab	5.4083019872722034e-06	Riboflavin metabolism;Metabolic pathways
EC:1.5.1.47	57.0	0.07313806917102693	swab	0.11206665670562656	
EC:1.5.1.5	3170.0	0.2888151690888643	swab	0.3619072329707561	
EC:1.5.1.7	2821.0	0.0470104067542264	swab	0.07687711012789776	
EC:1.5.1.8	0.0	0.007685794055213263	swab	0.016054603011817548	Lysine degradation;Biosynthesis of antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.5.1.9	224.0	0.01241648085735425	swab	0.024705909352447198	Lysine degradation;Biosynthesis of antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.5.3.1	3234.0	0.37292461357353923	swab	0.44889462489240317	
EC:1.5.3.19	1885.0	0.14259803956816533	swab	0.2000112830402004	
EC:1.5.3.7	663.0	0.270806837447754	swab	0.34214756367439214	
EC:1.5.5.1	3525.0	0.9050127326080241	skin	0.9297268546856078	
EC:1.5.5.2	2190.0	0.00025270866105009095	skin	0.0007868177961952613	Biosynthesis of antibiotics;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:1.5.8.1	229.0	0.9426105124576512	swab	0.955880697384736	
EC:1.5.8.2	229.0	0.9426105124576512	swab	0.955880697384736	
EC:1.5.8.4	2129.0	0.6963208444489648	swab	0.753379001657226	
EC:1.5.98.2	1199.0	0.08895671012895362	swab	0.13440956043350288	
EC:1.5.99.14	304.0	0.857018659920137	swab	0.88902178155634	
EC:1.5.99.6	2.0	0.27332167829229814	swab	0.34451094276206584	
EC:1.6.1.1	3230.0	0.3672610280150097	swab	0.44332468336574815	
EC:1.6.1.2	2732.0	0.02626860277251289	skin	0.04666822369634972	Nicotinate and nicotinamide metabolism;Metabolic pathways
EC:1.6.2.4	422.0	0.03749971565959912	swab	0.06371079570761122	
EC:1.6.3.3	0.0	3.789619441580871e-06	swab	1.8464683338363286e-05	
EC:1.6.5.2	2814.0	0.0449877362231369	skin	0.0741933444728526	
EC:1.6.5.3	1265.0	9.812883563966056e-10	swab	1.0819462857383193e-08	
EC:1.6.5.5	2411.0	0.002115998941423603	swab	0.005178628988220923	
EC:1.6.99.1	66.0	1.3718978554505278e-13	swab	4.890815854681132e-12	
EC:1.6.99.3	1997.0	3.0286855115446582e-05	swab	0.00011609961127587858	Oxidative phosphorylation;Metabolic pathways
EC:1.7.1.13	1109.0	6.750117304515316e-11	swab	9.957586837488458e-10	Folate biosynthesis;Metabolic pathways
EC:1.7.1.15	3526.0	0.9071138903512921	swab	0.9306074875114695	
EC:1.7.1.7	2963.0	0.29919516615610986	swab	0.37294782075053556	
EC:1.7.2.1	2915.0	0.10977948446087964	swab	0.15941501511325293	
EC:1.7.2.2	816.0	5.607473793034474e-06	swab	2.6202949061723515e-05	Microbial metabolism in diverse environments;Metabolic pathways;Nitrogen metabolism
EC:1.7.2.3	526.0	0.00012856370672921998	swab	0.0004217757188555239	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:1.7.2.4	3059.0	0.44115256551499726	swab	0.5170549795268927	
EC:1.7.2.5	2554.0	0.010210073285390453	swab	0.02075983532077013	Microbial metabolism in diverse environments;Metabolic pathways;Nitrogen metabolism
EC:1.7.2.6	28.0	0.6566419342620566	swab	0.717709298613459	
EC:1.7.3.3	2455.0	0.02004349639952313	skin	0.03692768199705425	Microbial metabolism in diverse environments;Caffeine metabolism;Purine metabolism;Metabolic pathways
EC:1.7.7.1	535.0	8.398875088951726e-16	skin	8.982596907633872e-14	Microbial metabolism in diverse environments;Nitrogen metabolism
EC:1.7.7.2	1198.0	3.637566860724636e-05	swab	0.00013746917871183738	Microbial metabolism in diverse environments;Metabolic pathways;Nitrogen metabolism
EC:1.7.99.1	1267.0	1.014445124757284e-09	skin	1.1127682676183747e-08	Metabolic pathways;Nitrogen metabolism
EC:1.7.99.4	2919.0	0.08428824878686622	swab	0.1277764451843422	
EC:1.8.1.14	0.0	0.011718685599768628	swab	0.023448333487282598	
EC:1.8.1.15	1523.0	8.281236322584702e-06	skin	3.721097361907398e-05	
EC:1.8.1.2	1507.0	4.482967432162839e-08	swab	3.499659612188435e-07	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.1.4	1946.0	1.658271652939307e-05	swab	6.821236664686881e-05	Pyruvate metabolism;Valine, leucine and isoleucine degradation;Tryptophan metabolism;Biosynthesis of secondary metabolites;Glycolysis / Gluconeogenesis;Glycine, serine and threonine metabolism;Lysine degradation;Microbial metabolism in diverse environments;Metabolic pathways;Propanoate metabolism;Citrate cycle (TCA cycle);Biosynthesis of antibiotics
EC:1.8.1.7	2450.0	0.0029777230401256435	skin	0.006938289305913673	Glutathione metabolism;Metabolic pathways
EC:1.8.1.8	2235.0	0.00039987288826117475	swab	0.0011912647743602405	
EC:1.8.1.9	2415.0	0.002192460084695264	skin	0.0053480340608828055	Selenocompound metabolism
EC:1.8.2.1	384.0	0.0001558636993577359	swab	0.0004939147450758475	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.2.2	2816.0	0.14750469481763284	swab	0.20536104463353003	
EC:1.8.2.3	19.0	0.06403014843302322	swab	0.10100330936448133	
EC:1.8.3.1	229.0	1.6713445390539992e-10	skin	2.2916704929721184e-09	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.4.11	2063.0	6.434584946736047e-05	skin	0.00022863085051608647	
EC:1.8.4.12	3017.0	0.14252533055216687	skin	0.2000112830402004	
EC:1.8.4.8	2929.0	0.0891665106382144	skin	0.13440956043350288	
EC:1.8.5.2	1275.0	1.933206931846338e-09	swab	1.9413754118400547e-08	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.5.3	342.0	2.281820626285936e-07	swab	1.5445614935524103e-06	Sulfur metabolism;Metabolic pathways
EC:1.8.7.1	2421.0	0.002311909029547524	skin	0.00555637462269905	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.7.2	122.0	9.260807219864338e-12	skin	1.851295947971011e-10	
EC:1.8.98.1	702.0	1.450891494094181e-12	skin	3.5629902721735705e-11	Microbial metabolism in diverse environments;Methane metabolism;Metabolic pathways
EC:1.8.99.2	23.0	0.0037622518256999957	swab	0.008515827148330466	Microbial metabolism in diverse environments;Sulfur metabolism;Metabolic pathways
EC:1.8.99.3	23.0	0.0037622518256999957	swab	0.008515827148330466	
EC:1.8.99.5	23.0	0.0037622518256999957	swab	0.008515827148330466	Microbial metabolism in diverse environments;Sulfur metabolism;Nitrotoluene degradation;Metabolic pathways
EC:1.9.3.1	1568.0	1.1027332702364392e-07	swab	7.862488216785812e-07	Oxidative phosphorylation;Metabolic pathways
EC:1.97.1.4	3534.0	0.9239453337320432	swab	0.9421081471473326	
EC:1.97.1.9	260.0	1.1412913956603267e-05	swab	4.951769361698659e-05	Selenocompound metabolism
EC:2.1.1.10	884.0	1.057836149231385e-12	swab	2.726158461693895e-11	Cysteine and methionine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.100	0.0	0.043114446783075355	swab	0.07154523015438183	
EC:2.1.1.102	9.0	0.006318521553682498	swab	0.013461471716461018	Biosynthesis of 12-, 14- and 16-membered macrolides;Metabolic pathways;Biosynthesis of antibiotics
EC:2.1.1.103	0.0	0.017960477526078766	swab	0.033640509131595865	Glycerophospholipid metabolism
EC:2.1.1.104	884.0	1.3114377484635958e-11	skin	2.527175985552821e-10	Flavonoid biosynthesis;Phenylpropanoid biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites - unclassified;Metabolic pathways;Stilbenoid, diarylheptanoid and gingerol biosynthesis
EC:2.1.1.107	3007.0	0.13544514751394257	swab	0.19199282341439575	
EC:2.1.1.11	625.0	1.0401271448084758e-13	skin	3.83591717714712e-12	Porphyrin and chlorophyll metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.113	0.0	1.140214479510659e-07	swab	8.02275911734638e-07	
EC:2.1.1.13	3214.0	0.34514679952138516	skin	0.4209059316854292	
EC:2.1.1.130	790.0	1.680434356958874e-13	skin	5.892539491041035e-12	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.131	892.0	1.2336550529703545e-12	skin	3.068358323608824e-11	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.132	2688.0	0.019340749482143628	skin	0.03591133953325106	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.133	866.0	7.472602439966532e-13	skin	2.023278053049166e-11	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.14	3191.0	0.3148793389604637	skin	0.389547082727838	
EC:2.1.1.144	2013.0	3.645508851383627e-05	skin	0.00013752633920828178	
EC:2.1.1.148	3486.0	0.8237284317339835	swab	0.8599097684133679	
EC:2.1.1.151	1250.0	7.641470158425965e-10	skin	8.694204611102733e-09	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.152	2408.0	0.0020602664148878704	swab	0.005059598003955401	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.156	130.0	0.5677091661973526	swab	0.6347777869817758	
EC:2.1.1.157	243.0	0.3514605324271852	swab	0.4269018051457974	
EC:2.1.1.161	0.0	0.0014737808438751421	swab	0.003751986228842891	Glycine, serine and threonine metabolism;Metabolic pathways
EC:2.1.1.163	623.0	5.501236105413205e-15	swab	3.3620411512796697e-13	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.166	3183.0	0.3047733561222614	skin	0.37945879438039415	
EC:2.1.1.17	1903.0	6.432356631255267e-05	swab	0.00022863085051608647	Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways
EC:2.1.1.170	2774.0	0.03478593338197674	swab	0.05966889455015898	
EC:2.1.1.171	2935.0	0.0922010000915467	skin	0.13839855382162697	
EC:2.1.1.172	1288.0	1.435632721390716e-09	skin	1.4979601907584104e-08	
EC:2.1.1.173	3224.0	0.5360773630547893	swab	0.6051026277436381	
EC:2.1.1.174	2161.0	0.658698153823363	swab	0.7195890454689344	
EC:2.1.1.176	1363.0	4.841017798188856e-09	skin	4.406356200138707e-08	
EC:2.1.1.177	2057.0	6.015804164696553e-05	skin	0.00021590277027325378	
EC:2.1.1.178	2279.0	0.31516933307368145	swab	0.3896804644188466	
EC:2.1.1.181	2984.0	0.20354769862714983	swab	0.26580496176036233	
EC:2.1.1.182	3492.0	0.8361338340237919	skin	0.8711594110944427	
EC:2.1.1.184	859.0	0.01635922058985973	swab	0.03135517279723115	
EC:2.1.1.185	2842.0	0.053542637229385036	swab	0.08650128476862129	
EC:2.1.1.186	3038.0	0.26074189836185235	swab	0.33198030987857274	
EC:2.1.1.187	689.0	2.1744544371051777e-14	skin	1.0111213132539075e-12	
EC:2.1.1.189	2387.0	0.01180918547756468	swab	0.02360733433318771	
EC:2.1.1.190	2650.0	0.014700842159441388	skin	0.028457105320402833	
EC:2.1.1.191	2373.0	0.001502409283192356	swab	0.003807646275768305	
EC:2.1.1.192	2674.0	0.017500388533466645	swab	0.03336304017209015	
EC:2.1.1.193	1673.0	4.892395056264371e-07	skin	3.0332849348839102e-06	
EC:2.1.1.195	1079.0	3.9574705826115424e-11	skin	6.224286453092713e-10	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.196	497.0	2.3719985250813096e-15	skin	1.9514249404418927e-13	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.197	1310.0	2.058872251558923e-09	skin	2.0417926611794478e-08	Metabolic pathways;Biotin metabolism
EC:2.1.1.198	2998.0	0.12930812364027716	swab	0.18414785383924956	
EC:2.1.1.199	3548.0	0.9534779323348097	swab	0.9647536883936414	
EC:2.1.1.200	3435.0	0.8393293265475046	swab	0.8740630133812621	
EC:2.1.1.201	623.0	5.501236105413205e-15	swab	3.3620411512796697e-13	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.207	718.0	3.939837868744071e-14	skin	1.7198598369884831e-12	
EC:2.1.1.210	1003.0	2.6369999755682647e-05	swab	0.00010274213019563784	Carotenoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.215	0.0	2.386484752546066e-10	swab	3.0027593445270793e-09	
EC:2.1.1.216	0.0	2.386484752546066e-10	swab	3.0027593445270793e-09	
EC:2.1.1.217	3006.0	0.17547835770208497	skin	0.2362166187065826	
EC:2.1.1.219	2890.0	0.09564943378954227	skin	0.14297284337933677	
EC:2.1.1.220	2890.0	0.09564943378954227	skin	0.14297284337933677	
EC:2.1.1.222	2751.0	0.02986824624551517	swab	0.05185728792139363	
EC:2.1.1.223	2246.0	0.00157839795814075	swab	0.00397797248835259	
EC:2.1.1.226	2476.0	0.0037187746907095917	skin	0.00844422405884057	
EC:2.1.1.227	2476.0	0.0037187746907095917	skin	0.00844422405884057	
EC:2.1.1.228	3452.0	0.7543462309353045	skin	0.8019615248362904	
EC:2.1.1.234	0.0	0.043114446783075355	swab	0.07154523015438183	
EC:2.1.1.242	3067.0	0.29566954787238275	swab	0.3689831755536912	
EC:2.1.1.245	1143.0	0.4392100600719252	skin	0.5153430161787428	
EC:2.1.1.246	44.0	0.916511907863894	swab	0.9371027585663811	
EC:2.1.1.250	2474.0	0.6107012436650694	swab	0.6750852507491387	
EC:2.1.1.255	0.0	0.011718685599768628	swab	0.023448333487282598	
EC:2.1.1.257	81.0	0.003161659874246665	swab	0.007305625993948189	
EC:2.1.1.258	385.0	0.13475776713757462	swab	0.1912719733956683	
EC:2.1.1.264	3224.0	0.5360773630547893	swab	0.6051026277436381	
EC:2.1.1.265	1583.0	0.7151921870490183	swab	0.7702900745709216	
EC:2.1.1.266	2989.0	0.12338928429545383	skin	0.17677808379636686	
EC:2.1.1.268	0.0	0.0009815397525216685	swab	0.002611335237119215	
EC:2.1.1.269	199.0	0.3369391155471595	swab	0.41294898392317353	
EC:2.1.1.271	866.0	7.472602439966532e-13	skin	2.023278053049166e-11	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.289	777.0	2.555109356411077e-12	skin	5.8142328865566955e-11	Porphyrin and chlorophyll metabolism;Metabolic pathways
EC:2.1.1.294	446.0	0.0015218128402173954	swab	0.003847704096010649	
EC:2.1.1.295	122.0	9.260807219864338e-12	skin	1.851295947971011e-10	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.1.297	3152.0	0.2676645019281608	swab	0.33938018353546884	
EC:2.1.1.298	3283.0	0.4466154043373992	swab	0.520888958493837	
EC:2.1.1.33	509.0	4.770879665120228e-16	skin	6.803274402461445e-14	
EC:2.1.1.34	3298.0	0.47072951498974	swab	0.543090848200137	
EC:2.1.1.35	2259.0	0.0007770586900945238	swab	0.002133669496934771	
EC:2.1.1.37	3277.0	0.43717020376149895	swab	0.513512941156423	
EC:2.1.1.43	13.0	0.8657723749926214	swab	0.8959299032942512	
EC:2.1.1.44	2289.0	0.08497759492078988	skin	0.12873022346711727	
EC:2.1.1.45	1779.0	2.0402761865057676e-06	skin	1.0618371685975272e-05	Pyrimidine metabolism;Metabolic pathways;One carbon pool by folate
EC:2.1.1.5	0.0	1.1741945398998534e-06	swab	6.540630523035903e-06	Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Metabolic pathways
EC:2.1.1.6	0.0	0.10880943004054568	swab	0.15811370302766792	
EC:2.1.1.61	2848.0	0.07522169910204711	skin	0.11509242802523516	
EC:2.1.1.63	3009.0	0.1368390070155048	swab	0.19332802906615904	
EC:2.1.1.64	2751.0	0.02986824624551517	swab	0.05185728792139363	
EC:2.1.1.67	2281.0	0.0014549020183644821	swab	0.0037180829358203433	Drug metabolism - other enzymes
EC:2.1.1.71	1903.0	6.432356631255267e-05	swab	0.00022863085051608647	Biosynthesis of secondary metabolites;Glycerophospholipid metabolism;Metabolic pathways
EC:2.1.1.72	774.0	1.2211810035891367e-13	skin	4.4272985875884125e-12	
EC:2.1.1.74	1819.0	3.428529578773504e-06	skin	1.697598326156603e-05	
EC:2.1.1.77	1248.0	7.389985215510165e-10	swab	8.49848299783669e-09	
EC:2.1.1.79	2866.0	0.06191905428457534	swab	0.09803468328253637	
EC:2.1.1.80	1956.0	1.8687404797154922e-05	swab	7.556211504936555e-05	
EC:2.1.1.95	603.0	1.3319363563554132e-09	skin	1.4104019139822914e-08	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.2.1	2395.0	0.0018339818198710325	skin	0.00456680688324114	Biosynthesis of secondary metabolites;One carbon pool by folate;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Cyanoamino acid metabolism;Methane metabolism;Biosynthesis of antibiotics
EC:2.1.2.10	539.0	9.158588960091066e-16	swab	9.328677040778472e-14	Glycine, serine and threonine metabolism;Metabolic pathways;One carbon pool by folate
EC:2.1.2.11	1482.0	3.07729298733569e-08	swab	2.446962713721577e-07	Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.1.2.13	583.0	1.8507801035442249e-06	swab	9.726827128946184e-06	Amino sugar and nucleotide sugar metabolism;Metabolic pathways
EC:2.1.2.2	1735.0	1.1383738546588597e-06	skin	6.441750463267992e-06	Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Purine metabolism;One carbon pool by folate;Metabolic pathways
EC:2.1.2.3	3474.0	0.7990522544091279	swab	0.8394758213070356	
EC:2.1.2.5	601.0	1.882829846463422e-12	swab	4.3775793930274553e-11	One carbon pool by folate;Histidine metabolism;Metabolic pathways
EC:2.1.2.9	1928.0	1.3350884717546291e-05	swab	5.5885601586754436e-05	Aminoacyl-tRNA biosynthesis;One carbon pool by folate
EC:2.1.3.1	486.0	0.004225767601918646	swab	0.009435195094471799	Metabolic pathways;Propanoate metabolism
EC:2.1.3.11	2688.0	0.3494298945572504	swab	0.4249178763262982	
EC:2.1.3.2	3401.0	0.6540405733272157	swab	0.7163301517393315	
EC:2.1.3.3	1827.0	3.7986278686633634e-06	swab	1.8466511388797576e-05	Biosynthesis of antibiotics;Metabolic pathways;Arginine biosynthesis;Biosynthesis of secondary metabolites
EC:2.1.3.9	863.0	3.1307101919082334e-06	swab	1.5646236216102128e-05	Metabolic pathways;Arginine biosynthesis
EC:2.1.4.1	17.0	0.5146697234497355	swab	0.5857057493092714	
EC:2.1.4.2	0.0	0.17971249487899976	swab	0.2383168174495849	
EC:2.10.1.1	2777.0	0.03547572563933448	swab	0.060754665446386275	
EC:2.2.1.1	2464.0	0.0033580883483169937	skin	0.007698768464147963	Biosynthesis of secondary metabolites;Carbon fixation in photosynthetic organisms;Pentose phosphate pathway;Biosynthesis of antibiotics;Microbial metabolism in diverse environments;Metabolic pathways;Biosynthesis of ansamycins
EC:2.2.1.10	0.0	2.4249905341003518e-08	swab	1.9573791518643972e-07	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites
EC:2.2.1.2	2121.0	0.00012180025621967812	swab	0.0004008165354675254	Biosynthesis of antibiotics;Microbial metabolism in diverse environments;Biosynthesis of secondary metabolites;Metabolic pathways;Pentose phosphate pathway
EC:2.2.1.6	3272.0	0.4293878090025678	swab	0.5054818511042887	
EC:2.2.1.7	2721.0	0.024361003043485638	skin	0.04364169640704839	Terpenoid backbone biosynthesis;Biosynthesis of antibiotics;Biosynthesis of secondary metabolites;Thiamine metabolism;Metabolic pathways
EC:2.2.1.9	2713.0	0.023050173735928256	swab	0.04188982295764702	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites
